1,1,0,279,19,21,-1,-1,-1,-1
1,2,0,137,11,28,-1,-1,-1,-1
2,1,12,279,19,21,-1,-1,-1,-1
2,2,10,137,11,28,-1,-1,-1,-1
3,1,24,279,19,21,-1,-1,-1,-1
3,2,21,137,11,28,-1,-1,-1,-1
4,1,36,279,19,21,-1,-1,-1,-1
4,2,32,137,11,28,-1,-1,-1,-1
5,1,48,279,19,21,-1,-1,-1,-1
5,2,43,137,11,28,-1,-1,-1,-1
6,1,61,279,19,21,-1,-1,-1,-1
6,2,54,137,11,28,-1,-1,-1,-1
7,1,73,279,19,21,-1,-1,-1,-1
7,2,65,137,11,28,-1,-1,-1,-1
8,1,85,279,19,21,-1,-1,-1,-1
8,2,76,137,11,28,-1,-1,-1,-1
9,1,97,279,19,21,-1,-1,-1,-1
9,2,87,137,11,28,-1,-1,-1,-1
9,3,29,395,20,33,-1,-1,-1,-1
9,4,35,179,19,21,-1,-1,-1,-1
10,1,110,279,19,21,-1,-1,-1,-1
10,2,97,137,11,28,-1,-1,-1,-1
10,3,39,395,20,33,-1,-1,-1,-1
10,4,47,179,19,21,-1,-1,-1,-1
11,1,122,279,19,21,-1,-1,-1,-1
11,2,108,137,11,28,-1,-1,-1,-1
11,3,49,395,20,33,-1,-1,-1,-1
11,4,59,179,19,21,-1,-1,-1,-1
12,1,134,279,19,21,-1,-1,-1,-1
12,2,119,137,11,28,-1,-1,-1,-1
12,3,59,395,20,33,-1,-1,-1,-1
12,4,70,179,19,21,-1,-1,-1,-1
13,1,146,279,19,21,-1,-1,-1,-1
13,2,130,137,11,28,-1,-1,-1,-1
13,3,68,395,20,33,-1,-1,-1,-1
13,4,82,179,19,21,-1,-1,-1,-1
14,1,158,279,19,21,-1,-1,-1,-1
14,2,141,137,11,28,-1,-1,-1,-1
14,3,78,395,20,33,-1,-1,-1,-1
14,4,94,179,19,21,-1,-1,-1,-1
14,5,35,188,20,24,-1,-1,-1,-1
14,6,18,6,36,33,-1,-1,-1,-1
15,1,171,279,19,21,-1,-1,-1,-1
15,2,152,137,11,28,-1,-1,-1,-1
15,3,88,395,20,33,-1,-1,-1,-1
15,4,106,179,19,21,-1,-1,-1,-1
15,5,47,188,20,24,-1,-1,-1,-1
15,6,25,6,36,33,-1,-1,-1,-1
16,1,183,279,19,21,-1,-1,-1,-1
16,2,163,137,11,28,-1,-1,-1,-1
16,3,98,395,20,33,-1,-1,-1,-1
16,4,118,179,19,21,-1,-1,-1,-1
16,5,59,188,20,24,-1,-1,-1,-1
16,6,31,6,36,33,-1,-1,-1,-1
17,1,195,279,19,21,-1,-1,-1,-1
17,2,174,137,11,28,-1,-1,-1,-1
17,3,108,395,20,33,-1,-1,-1,-1
17,4,130,179,19,21,-1,-1,-1,-1
17,5,71,188,20,24,-1,-1,-1,-1
17,6,37,6,36,33,-1,-1,-1,-1
18,1,207,279,19,21,-1,-1,-1,-1
18,2,185,137,11,28,-1,-1,-1,-1
18,3,118,395,20,33,-1,-1,-1,-1
18,4,141,179,19,21,-1,-1,-1,-1
18,5,83,188,20,24,-1,-1,-1,-1
18,6,44,6,36,33,-1,-1,-1,-1
19,1,220,279,19,21,-1,-1,-1,-1
19,2,195,137,11,28,-1,-1,-1,-1
19,3,128,395,20,33,-1,-1,-1,-1
19,4,153,179,19,21,-1,-1,-1,-1
19,5,95,188,20,24,-1,-1,-1,-1
19,6,50,6,36,33,-1,-1,-1,-1
19,7,36,240,115,159,-1,-1,-1,-1
19,8,22,28,42,25,-1,-1,-1,-1
20,1,232,279,19,21,-1,-1,-1,-1
20,2,206,137,11,28,-1,-1,-1,-1
20,3,137,395,20,33,-1,-1,-1,-1
20,4,165,179,19,21,-1,-1,-1,-1
20,5,107,188,20,24,-1,-1,-1,-1
20,6,56,6,36,33,-1,-1,-1,-1
20,7,48,240,115,159,-1,-1,-1,-1
20,8,30,28,42,25,-1,-1,-1,-1
21,1,244,279,19,21,-1,-1,-1,-1
21,2,217,137,11,28,-1,-1,-1,-1
21,3,147,395,20,33,-1,-1,-1,-1
21,4,177,179,19,21,-1,-1,-1,-1
21,5,119,188,20,24,-1,-1,-1,-1
21,6,63,6,36,33,-1,-1,-1,-1
21,7,60,240,115,159,-1,-1,-1,-1
21,8,37,28,42,25,-1,-1,-1,-1
22,1,256,279,19,21,-1,-1,-1,-1
22,2,228,137,11,28,-1,-1,-1,-1
22,3,157,395,20,33,-1,-1,-1,-1
22,4,189,179,19,21,-1,-1,-1,-1
22,5,131,188,20,24,-1,-1,-1,-1
22,6,69,6,36,33,-1,-1,-1,-1
22,7,72,240,115,159,-1,-1,-1,-1
22,8,45,28,42,25,-1,-1,-1,-1
23,1,268,279,19,21,-1,-1,-1,-1
23,2,239,137,11,28,-1,-1,-1,-1
23,3,167,395,20,33,-1,-1,-1,-1
23,4,200,179,19,21,-1,-1,-1,-1
23,5,143,188,20,24,-1,-1,-1,-1
23,6,75,6,36,33,-1,-1,-1,-1
23,7,85,240,115,159,-1,-1,-1,-1
23,8,52,28,42,25,-1,-1,-1,-1
24,1,281,279,19,21,-1,-1,-1,-1
24,2,250,137,11,28,-1,-1,-1,-1
24,3,177,395,20,33,-1,-1,-1,-1
24,4,212,179,19,21,-1,-1,-1,-1
24,5,155,188,20,24,-1,-1,-1,-1
24,6,82,6,36,33,-1,-1,-1,-1
24,7,97,240,115,159,-1,-1,-1,-1
24,8,60,28,42,25,-1,-1,-1,-1
25,1,293,279,19,21,-1,-1,-1,-1
25,2,261,137,11,28,-1,-1,-1,-1
25,3,187,395,20,33,-1,-1,-1,-1
25,4,224,179,19,21,-1,-1,-1,-1
